"","CamargoCruz09-NB","Amasaki15-NB","Peters15-NB","EASC_E","EASC_NE","SC","CLA","FCM","ManualDown","ManualUp","Bellwether"
"1",0.585294802907484,0.696178668141344,0.637456235201194,5.03423821988942,0.570141012563145,1.19278170702625,0.685820077886458,1.13756973338926,0.652010242747521,10.4458823175026,0.728905278289838
"2",1.69082612207263,1.50994212563628,1.4101976103136,2.80680006411927,0.981708889425745,6.50793521467628,2.06819714494123,4.08276184868023,1.74785672572734,35.646668453641,1.99605453938807
"3",0.947813606992222,0.862462589944689,0.673363440417136,13.9423893580826,0.237409989368994,0.713003470269723,1.28255345707735,11.7258551794442,0.46384212577004,4.42196696893819,1.05889298322467
"4",0.989415468844539,0.843307156296276,0.96985190236343,12.0733535762544,0.525011945538254,1.31938086590418,1.11063445014649,0.731708771479087,1.02939092503655,11.5036803621738,1.07120262450186
"5",0.98918959080234,1.08216818415435,1.0906047866988,10.7473851136241,0.684610818642453,1.08939922273229,1.00015031011312,4.17748114537113,1.04290364617758,11.6169706434805,1.0595389665278
"6",0.501501677262162,0.51438837222053,0.588652020560872,0.366465623189747,0.415441513403276,0.50974536657399,0.514912404671729,0.688005393161321,0.5132993541989,0.315605563557003,0.662849601750092
"7",0.391025424170953,0.40751458750093,0.477332780123201,0.425647329851785,0.187791260542809,0.441148471161923,0.516415262412941,0.556401440978993,0.333603524163399,19.2777780809155,0.362460609939748
"8",0.344378142081278,0.34815698828263,0.327703545593185,0.681244203846457,0.249652023167175,0.405257104098684,0.382172602202553,0.567255471724467,0.302001726286883,0.630655209065063,0.309590760796146
"9",0.698543281092558,0.712629902610924,0.697719857167064,1.61400343745514,0.431326892240389,0.933388579896785,0.700316792720774,0.704898840375346,0.628196668239416,1.00914388098493,0.78187042725334
"10",0.670061425150673,0.680518406499819,0.664225141970373,0.791648180968322,0.522654171503206,0.679513806729182,0.708002704888077,0.744595569861379,0.661142200450392,1.52599060809623,0.678642267296368
"11",0.528263582172332,0.514843011345287,0.541443836491369,0.358580550405061,0.408384463313859,0.525017328739621,0.333943761071776,0.420036727421578,0.5421770475583,8.28898964744351,0.547830859890594
"12",0.314479352883075,0.335564610151625,0.330241568341393,1.0773691217568,0.298499818020367,0.359885250233139,0.452557952568331,0.230813599419906,0.387999103485905,0.131947035800346,0.617293814558995
"13",0.334800492744088,0.323674876028884,0.30337292371053,77.2239959047725,0.34198816655692,0.23734382383386,0.232404461183329,0,0.263343734021435,4.82672200109456,0.194223868939122
"14",1.64686925920033,1.61380631465665,1.54225707852605,12.3622880061301,1.13334680533329,1.47960408029272,1.73689771493267,1.34169349737763,1.4188069881422,44.5915651042859,1.43554361185693
"15",0.983458764704743,0.941839901186578,0.946389059481629,3.57870423465155,0.54450629997254,0.932528967285857,0.986098722490218,0.162654521795706,0.898293085276406,15.9604334150272,0.921769373143662
"16",0.929790851684503,0.902633443284323,0.903954573717074,2.9113747226512,0.570905937027289,0.906231786411139,0.904092892148996,0.145053669857847,0.842534514477575,15.6609089858244,0.939407779950345
"17",2.30859406866875,2.1266506389735,10.3092783505155,0,2.38663484486874,3.8093319467872,3.16050245855993,3.32812225936643,2.81176889578184,0.763358778625954,3.86751051022421
"18",1.70655619105133,1.83617453306513,3.80404409267838,0,2.8735632183908,2.48817198727067,1.09435810807134,3.73171548576479,1.6782656166613,0,1.55846527394093
"19",0.538985500552335,0.572401612044499,3.87335504082681,0,0,0.389690786496042,0.503084814641152,0.400364228720422,0.878496297366766,0.147203774621488,0.941459207178187
"20",0.92317252754837,0.963266992932894,0.800739121617132,1.66220783968451,0.517792051649592,2.46128728557008,1.11681605352084,0.414135882098706,1.05419911414082,42.2789716503601,1.27787956355756
"21",0.198572104848676,0.195187975405646,0.115488717217974,0.254320217541212,0.138607890413003,0.184262996985105,0.243253066867817,0.123533045089561,0.210589397822619,2.30764935676805,0.23390653753984
"22",0.385279292040288,0.382889909995333,0.396635578059765,0.251600495351804,0.362229616800769,0.401415887976731,0.370880011298523,0.523590921438453,0.392492200583625,2.43331799421534,0.433161363794783
"23",0.381959944125023,0.431197073659681,0.373062258474269,1.97936108937369,0.207151438749759,0.467190128408623,0.679572140019185,0.155741631154841,0.373778397699715,5.12398946052142,0.530476840342907
"24",0.312189656122099,0.332359438099654,0.304492416906343,0.647523247657778,0.216607930420147,0.356403176527471,0.604274841013507,0.14911648253796,0.320058646595027,2.67444380546544,0.417781247315408
"25",0.354340352905634,0.380048584989136,0.342204788922204,1.08779545210857,0.262697663819005,0.382578521696108,0.626060238382337,0.167171826640162,0.341006578098562,3.20762132489626,0.491675923130672
"26",0.251253690824887,0.264134278107764,0.244317706398158,0.4271822512662,0.196791126558157,0.287313678920447,0.319749624415114,0.0729340502221541,0.226109501094477,0.604403135114836,0.285506229323961
"27",0.0424996089231323,0.0419609128577782,0.0456779924346395,0.0288278977383873,0.0352936110058631,0.0173275986488996,0.0566612349957907,0,0.0375596130604295,1.0625070963606,0.0457317576894944
"28",0.917083844762641,1.09766949798693,0.276318494414538,0.215331610680448,1.18012722631647,0.0380952380952381,0.241884849433996,0,0.906057855615939,3.0296692558797,0.275867268508987
"29",1.52949390261319,1.50756781082048,1.56458024742119,3.44458233127626,1.2414054686904,1.64968311151842,1.70066074086599,1.31010555356283,1.32757597254281,4.19194994097998,1.63169701600311
"30",1.98422168327579,1.96120713158044,1.82834733446262,2.51254688319304,1.2529988182268,1.94596581378458,2.02441015488505,2.13824463132623,1.52708475544317,23.1313796214938,1.89039852837492
