"","CamargoCruz09.NB","Amasaki15.NB","Peters15.NB","EASC_E","EASC_NE","SC","CLA","FCM","ManualDown","ManualUp","Bellwether"
"1",1.17273148218239,1.19681467963307,1.15978922134025,1.55164624369596,1.16216916687629,1.47306030073123,1.07911762065588,0.762473303759812,1.14288449043477,0.881452760716467,1.03887977688543
"2",0.864139433030892,0.864139433030892,0.837182601813032,0.875948698903405,0.855794190540027,1.69419338395097,0.825839664934784,0.582484401345157,0.780085942985215,0.311124786108049,0.942450480024475
"3",1.5422447925383,1.31381053331671,1.19519951384801,1.26367093282079,1.19518982403065,0.847135243206932,1.85803958426598,1.25695191604164,0.809037042282904,0.885597828142745,1.29715422617345
"4",1.08582628554689,1.08780138354274,1.10458840195514,1.03116368022158,1.11663635072142,0.920639746077615,1.02071015647123,0.677541271916853,1.01505461699156,1.31153157195503,1.23127727132124
"5",1.19307485784397,1.21028386707406,1.26034052323885,1.20260506885567,1.23656982078515,1.25448245192374,1.07415747166431,1.22338407812506,1.1353347964866,0.687981145333116,1.1974663323546
"6",1.4987397530393,1.64052646986684,1.88520136018136,1.04237827076747,1.1938658369554,1.26794978516594,1.23154500228675,1.55723662964048,1.46425595322166,0,2.10909849893273
"7",0.871598383484399,0.871598383484399,0.828362969671809,0.71408764732618,0.72143953613491,0.683293317331654,1.24856700184256,0.66413292145344,0.582765326518281,1.68676832859811,0.617794812244002
"8",1.33384621893694,1.48438211901299,1.52859364664602,1.50667453586286,1.61513645894671,1.60406460854158,1.41375803440833,1.47790794140838,1.41149625649755,0.302042703359641,1.42315150573032
"9",1.19071655414323,1.1909834973296,1.3021470481364,1.01376393263021,1.1688344329396,0.997357419112563,1.19449064912384,0.911053640197364,1.2287169176626,0.209176586264249,1.35975182773802
"10",1.3821092819826,1.3423626899707,1.31482501389479,1.24977141963172,1.25515030592661,1.3036152075633,1.21882327634219,1.03407832076522,1.35321400315255,0.288068319628114,1.28055004871401
"11",1.03071886041774,1.03071886041774,1.03485379641664,1.0570225136131,1.11735619686976,0.419891045731679,0.241644515454844,0.948496598539159,0.992317349832744,0.369789418990635,1.05796123973138
"12",1.10348507417653,1.10348507417653,1.10348507417653,2.43116770431895,1.09730340467564,1.09633563445802,1.1142129171604,0.639467576615923,1.0948871756329,0,1.41028433806666
"13",1.073571564009,1.07901989129663,1.05415649200718,1.86415620076541,1.55042088915085,0.88256359693518,0.969753295757797,0.971814109427098,0.785156302519163,1.46557142369962,0.798018994473585
"14",0.711909794601305,0.719523568783997,0.712677209598273,0.784446552366903,0.664823200892061,0.62962415339383,0.691039627498161,1.07747971828332,0.571130101010834,1.60896289315933,0.624024154262066
"15",0.97353464592126,0.955360644783415,1.00131221476865,0.955161726152958,0.836925299761892,0.882620290628691,0.957234344345549,0.579170757281264,0.951320227569298,0.666121904124221,0.945540259581121
"16",0.834840360918646,0.820110409609817,0.795762544638229,0.83809366857118,0.742304977103337,0.749020405845385,0.830625684381785,0.896309398187162,0.737049791064746,1.02734497818181,0.878612785183071
"17",0.637448470384031,0.637448470384031,1.41658630665381,0.637448470384031,0.637448470384031,1.63950892857143,1.35267034990792,0.83017801638881,1.26256983240223,0,1.63950892857143
"18",1.7162986071876,1.7162986071876,2.41484809732831,1.8202821524874,1.66461296547781,1.05378037192887,0.612803578476517,2.08110088463944,1.59412261288188,0,1.72375101768929
"19",0.743589743589745,0.764044943820225,3.49955634427684,0,0.734724292101341,0.887089518668467,0.743589743589745,0,1.40806854694752,0,1.49507202426081
"20",0.671399920579915,0.677260434937013,0.611588179542848,0.688264526097336,0.612988089422149,1.0473851207802,0.696103742752193,0.752798456418899,0.633619870160103,1.4095077420491,0.754341621102209
"21",1.19629525001009,1.19629525001009,0.732504695067707,1.32036168190997,1.21707176876334,1.17612283764482,1.2597157002316,1.09794310830164,1.19511091599771,1.21747166091671,1.37502061600627
"22",1.22663880387428,1.22419465313276,1.25700568010837,1.28677263822045,1.13377506541612,1.29718890792563,1.12026947657287,0.922716938909988,1.35088981664967,0.739499173246177,1.5521730600425
"23",1.01045216040663,0.983927388510441,0.917845707339966,0.872688833787774,0.861017808802502,0.968964430475847,1.46415647001829,0.199211520487139,0.89138443802137,0.216188067133532,1.31848623272843
"24",1.05253895387143,1.05079653673858,1.10590550074298,1.36675531265505,0.965046583653013,1.11938370639033,1.57751479939864,0.299427376974397,1.00908777553366,0.387705628406378,1.23036389993268
"25",1.26831899944843,1.26860499737158,1.19178956650336,1.8856456603176,1.19149985694885,1.17990860049116,1.56777191950045,0.292919180807185,1.07889027616138,0.245835947130622,1.2954964290052
"26",1.47163282404224,1.45179522876148,1.39357533399721,1.87774634634705,1.37370483919644,1.46440280819114,1.86103426470183,0.247730423325696,1.34486999004717,0.200974317960551,1.36279761035177
"27",1.07529170053119,1.07619752145721,1.09870626781656,0.992123944365779,1.05674910830522,0.500247914211267,1.76038643423519,2.33504014978203,1.22426542705496,3.58267762599424,1.77200985399126
"28",0.582945486754169,0.582945486754169,0,0.701987782410552,0.582945486754169,0,0,0,0.526202555566863,1.60402357424558,0.570541413822997
"29",1.51627402246801,1.51627402246801,1.64150478678068,1.22571340813264,1.28356866517555,1.65951273845076,1.56154437020826,1.15214346054728,1.22993679515251,0.557941914386248,1.36977332536646
"30",1.65153284774707,1.6429725949726,1.48725892555925,1.40508869298561,1.53888887988226,1.53204292587144,1.62382496733058,1.36441449498522,1.14139958136185,0.798068837064461,1.52111114528657
"31",0.580340570001388,0.582368548591143,0.613481340122633,0.730901861243859,0.571497855685906,1.1311280934223,0.613095448551414,0.679908422169526,0.518016727716453,1.85840396051428,0.560733653570084
"32",0.833514262378133,0.833514262378133,1.04556481185475,0.913207724254442,0.857226553466167,1.30474024333009,0.829199655040495,0.558367478107175,0.81927550491727,0.735158006082242,1.01539081588957
"33",0.719881900937972,0.719881900937972,0.948192112444621,0.702604094151749,0.653011527194152,0.818974475178337,0.83813352618014,0.744853334419377,0.610428038393478,1.34365194324713,0.805509132137781
"34",0.682588889810442,0.694233577724385,0.721228625603155,0.700613946316287,0.666423110386471,0.800229619700835,0.794828630805614,0.623133810138928,0.610343035583594,1.2836858609587,0.715624541866041
"35",1.16788183913624,1.16788183913624,1.70249621985835,1.06569803644817,1.20188206652778,1.75168994222809,1.2058999451969,1.45811655117574,1.45811655117574,0,1.16788183913624
"36",0.500490568645064,0.492005488161059,0.503111629716064,0.420326984173038,0.489154804030145,0.497541006126879,0.497452168060763,0.481932092878845,0.485489470650528,1.54130080147528,0.505484996510816
"37",1.00048378603428,0.994824526559606,1.07577080346534,0.659391620137998,1.00741415022633,1.0394698720497,0.849425916001674,0.586883705536736,0.988711608317034,0,1.00427030510549
