"","community","source","target","tp","fp","tn","fn","f1","g1","pf","pci","pii","recall","mcc","ifa","ifap","mdd","ifap2","ifa_pii","ifa_pci","ifap3","roi","roi2","roi3","cutoff"
"11","ALLJURECZKO","ALLJURECZKO-arc","ALLJURECZKO-arc_wholeProject.csv","0","9","198","27","0","0","0.0434782608695652","0.096994448344075","0.0384615384615385","0","-0.0722315118514615","11","0.00720981703369553","0","0.100190509226308","0.047008547008547","0.153372471444069","0.0849106414632202",0,0,0,10
"12","ALLJURECZKO","ALLJURECZKO-berek","ALLJURECZKO-berek_wholeProject.csv","3","0","27","13","0.315789473684211","0.315789473684211","0","0.0910581683168317","0.0697674418604651","0.1875","0.355756236768943","0","0","0.897763619998858","0","0","0","0",2.6875,2.33171818584487,2.35242300314566,10
"13","ALLJURECZKO","ALLJURECZKO-camel-1.0","ALLJURECZKO-camel-1.0_wholeProject.csv","0","8","318","13","0","0","0.0245398773006135","0.0860887874025088","0.023598820058997","0","-0.0310451578755294","19","0.0108650553356499","0","0.12495132931441","0.056047197640118","0.193855460988701","0.104235576151571",0,0,0,10
"14","ALLJURECZKO","ALLJURECZKO-camel-1.2","ALLJURECZKO-camel-1.2_wholeProject.csv","7","13","379","209","0.0593220338983051","0.0627127458396369","0.0331632653061225","0.0941600555036047","0.0328947368421053","0.0324074074074074","-0.00202817957142838","2","2.41617701458557e-05","0.962899420910467","0.00531732590427533","0.00328947368421053","0.00734517812434014","0.00491546235321315",0.985185185185184,0.510132783015825,0.582301257187739,10
"15","ALLJURECZKO","ALLJURECZKO-camel-1.4","ALLJURECZKO-camel-1.4_wholeProject.csv","8","17","710","137","0.0941176470588235","0.104444403582002","0.0233837689133425","0.0980831973898858","0.0286697247706422","0.0551724137931034","0.0709269870830161","4","6.9826915305985e-05","0.700239833778131","0.00990471175000374","0.00458715596330275","0.0152222675367047","0.00835625007440449",1.92441379310345,0.870550561717694,1.04043011787523,10
"16","ALLJURECZKO","ALLJURECZKO-camel-1.6","ALLJURECZKO-camel-1.6_wholeProject.csv","8","23","754","180","0.0730593607305936","0.0815311418685121","0.0296010296010296","0.0994383264782628","0.0321243523316062","0.0425531914893617","0.0290922568353719","2","7.95614404745455e-06","0.729343415074107","0.00295568918150022","0.00207253886010363","0.00383883950289682","0.00282066376008459",1.32463967055594,0.646888492607519,0.752901295060411,10
"17","ALLJURECZKO","ALLJURECZKO-ckjm","ALLJURECZKO-ckjm_wholeProject.csv","0","0","5","5","0","0","0","0","0","0","0","0","0","4.8780487804878","0","0","0","0",0,0,0,10
"18","ALLJURECZKO","ALLJURECZKO-e-learning","ALLJURECZKO-e-learning_wholeProject.csv","0","1","58","5","0","0","0.0169491525423729","0.0574333608134103","0.015625","0","-0.0366765706779718","2","0.004336699642759","0","0.085012194284144","0.03125","0.138774388568288","0.0658536228521939",0,0,0,10
"19","ALLJURECZKO","ALLJURECZKO-forrest-0.7","ALLJURECZKO-forrest-0.7_wholeProject.csv","0","1","23","5","0","0","0.0416666666666667","0.0831643002028398","0.0344827586206897","0","-0.0862581949177943","2","0.00874309295656431","0","0.0978701825557809","0.0689655172413793","0.126774847870183","0.0935045076804552",0,0,0,10
"20","ALLJURECZKO","ALLJURECZKO-ivy-1.1","ALLJURECZKO-ivy-1.1_wholeProject.csv","2","1","47","61","0.0606060606060606","0.061498200850507","0.0208333333333333","0.0913088084420343","0.027027027027027","0.0317460317460317","0.0333388443416099","1","7.16310623975874e-05","0.416531828987315","0.0084800284675706","0.00900900900900901","0.0079510479261322","0.00846351359646733",1.17460317460317,0.536541304165324,0.639048721843075,10
"21","ALLJURECZKO","ALLJURECZKO-ivy-1.4","ALLJURECZKO-ivy-1.4_wholeProject.csv","1","6","219","15","0.0869565217391304","0.117457763475463","0.0266666666666667","0.0755321661100428","0.029045643153527","0.0625","0.0531228676940456","3","0.000261199561083953","0.212377251307968","0.0167155820935803","0.012448132780083","0.0209830314070776","0.0161616695017549",2.15178571428571,1.19528225806452,1.33436164120533,10
"22","ALLJURECZKO","ALLJURECZKO-ivy-2.0","ALLJURECZKO-ivy-2.0_wholeProject.csv","2","4","308","38","0.0869565217391304","0.0951792336217553","0.0128205128205128","0.0806890815663845","0.0170454545454545","0.05","0.0911584670413798","1","4.23373752795303e-05","0.295424396102536","0.00887183259465187","0.00284090909090909","0.0149027560983946","0.00650671770399871",2.93333333333334,1.0231797681586,1.34821242360056,10
"23","ALLJURECZKO","ALLJURECZKO-jedit-3.2","ALLJURECZKO-jedit-3.2_wholeProject.csv","3","5","177","87","0.0612244897959184","0.0644573925710124","0.0274725274725275","0.0923007689144418","0.0294117647058824","0.0333333333333333","0.016321772771371","2","4.17615429589354e-05","0.367232285049777","0.0065162555094429","0.00735294117647059","0.00567956984241521","0.00646231715090922",1.13333333333333,0.547738714195448,0.639757733371509,10
"24","ALLJURECZKO","ALLJURECZKO-jedit-4.0","ALLJURECZKO-jedit-4.0_wholeProject.csv","1","8","223","74","0.0238095238095238","0.0263033734371314","0.0346320346320346","0.0579476944538442","0.0294117647058824","0.0133333333333333","-0.0542238393919739","5","0.000228618020092116","0.0801860523618938","0.0151656460553416","0.0163398692810458","0.0139914228296375","0.015120119711567",0.453333333333331,0.305252195047473,0.322968461259063,10
"25","ALLJURECZKO","ALLJURECZKO-jedit-4.1","ALLJURECZKO-jedit-4.1_wholeProject.csv","3","5","228","76","0.0689655172413793","0.0731120731120731","0.0214592274678112","0.0945475448601122","0.0256410256410256","0.0379746835443038","0.0454360210577641","1","8.2699748576015e-06","0.681966044435809","0.00289268018034994","0.00320512820512821","0.00258023215557167","0.00287575639747206",1.48101265822785,0.63191838268755,0.771260942900048,10
"26","ALLJURECZKO","ALLJURECZKO-jedit-4.2","ALLJURECZKO-jedit-4.2_wholeProject.csv","2","14","305","46","0.0625","0.0798533839507789","0.0438871473354232","0.0598419291903705","0.0435967302452316","0.0416666666666667","-0.00366648073386682","4","0.000135183758677131","0.201959690454462","0.0116511462099674","0.0108991825613079","0.0124031098586268","0.0116268550639084",0.955729166666668,0.805630445986341,0.815753613302476,10
"27","ALLJURECZKO","ALLJURECZKO-jedit-4.3","ALLJURECZKO-jedit-4.3_wholeProject.csv","0","16","465","11","0","0","0.0332640332640333","0.0994351734259721","0.032520325203252","0","-0.0277255595265378","18","0.00381106977162387","0","0.0703773031390222","0.0365853658536585","0.104169240424386","0.0617338624388906",0,0,0,10
"28","ALLJURECZKO","ALLJURECZKO-kalkulator","ALLJURECZKO-kalkulator_wholeProject.csv","0","1","20","6","0","0","0.0476190476190476","0.0661362506215813","0.037037037037037","0","-0.104828483672192","4","0.036687109785071","0","0.197893069598689","0.148148148148148","0.247637991049229","0.19153879446491",0,0,0,10
"29","ALLJURECZKO","ALLJURECZKO-log4j-1.0","ALLJURECZKO-log4j-1.0_wholeProject.csv","4","0","101","30","0.210526315789474","0.210526315789474","0","0.0951320246879205","0.0296296296296296","0.117647058823529","0.301172681835172","0","0","1.97776080378972","0","0","0","0",3.97058823529411,1.88594900359508,2.215922631003,10
"30","ALLJURECZKO","ALLJURECZKO-log4j-1.1","ALLJURECZKO-log4j-1.1_wholeProject.csv","3","0","72","34","0.15","0.15","0","0.089025980539673","0.0275229357798165","0.0810810810810811","0.234678379631347","0","0","1.4834401252514","0","0","0","0",2.94594594594595,1.3913656796056,1.6379995171342,10
"31","ALLJURECZKO","ALLJURECZKO-log4j-1.2","ALLJURECZKO-log4j-1.2_wholeProject.csv","7","0","16","182","0.0714285714285714","0.0714285714285714","0","0.0992118561964861","0.0341463414634146","0.037037037037037","0.0547073293241479","0","0","1.92839402001413","0","0","0","0",1.08465608465608,0.555451973511091,0.636329941573306,10
"32","ALLJURECZKO","ALLJURECZKO-lucene-2.0","ALLJURECZKO-lucene-2.0_wholeProject.csv","6","1","103","85","0.122448979591837","0.123637091127338","0.00961538461538462","0.0999090837220334","0.0358974358974359","0.0659340659340659","0.151029539630752","0","0","1.07441220987861","0","0","0","0",1.83673469387755,0.971000009702237,1.10097043236085,10
